sample,hifi_dir,hic_dir,version,date,tolid,taxid,species
OG39,/scratch/pawsey0964/lhuet/ref-gen/OG39/hifi,/scratch/pawsey0964/lhuet/ref-gen/OG39/hic,hic2,,OG39,,Meuschenia galii
OG680,/scratch/pawsey0964/lhuet/ref-gen/OG680/hifi,/scratch/pawsey0964/lhuet/ref-gen/OG680/hic,hic2,,fAluScr1,303710,Aluterus scriptus
